Year,Name,Birthplace,Nationality,Sport,Labels,Medal
1967,Michael Johnson (sprinter),{Texas|Dallas|United States},United States,retired American sprinter,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Runner110542888|TheApprentice(U.S.TVSeries)Contestants|AmericanSprinters|Associate109816771|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Participant110401829|Peer109626238|Person100007846|Sprinter110641413|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInAthletics(trackAndField)|ParticipantsInAmericanRealityTelevisionSeries|PeopleFromDallasTexas|PeopleFromMarinCountyCalifornia|YagoLegalActor},Gold Medalist
1967,Michael Marsh (athlete),{California|Los Angeles|United States},United States,Athletics (sport) competitor sprinter,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Runner110542888|AmericanSprinters|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Sprinter110641413|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInAthletics(trackAndField)|OlympicSilverMedalistsForTheUnitedStates|PeopleFromLosAngelesCalifornia|YagoLegalActor},Gold Medalist
1967,Michel Andrieux,NULL,NULL,Rower,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Boatman109861946|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Oarsman110368920|Object100002684|Organism100004475|Person100007846|Whole100003553|Worker109632518|YagoLegalActorGeo|FrenchRowers|PhysicalEntity100001930|Winner110782940|RowersAtThe1996SummerOlympics|RowersAtThe2000SummerOlympics|OlympicBronzeMedalistsForFrance|OlympicGoldMedalistsForFrance|OlympicMedalistsInRowing|OlympicRowersOfFrance|YagoLegalActor},Gold Medalist
1967,Michiel Bartman,NULL,NULL,Rower,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Boatman109861946|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Oarsman110368920|Object100002684|Organism100004475|Person100007846|Whole100003553|Worker109632518|YagoLegalActorGeo|DutchRowers|PhysicalEntity100001930|Winner110782940|RowersAtThe1996SummerOlympics|RowersAtThe2000SummerOlympics|RowersAtThe2004SummerOlympics|OlympicGoldMedalistsForTheNetherlands|OlympicMedalistsInRowing|OlympicRowersOfTheNetherlands|OlympicSilverMedalistsForTheNetherlands|PeopleFromHaarlemmermeer|YagoLegalActor},Gold Medalist
1967,Mikhail Yakimovich,{Soviet Union|Slutsk},NULL,Belarusian handball player,{agent|athlete|person|soccer player|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HandballPlayersAtThe1992SummerOlympics|LigaASOBALPlayers|LivingPeople|BelarusianHandballPlayers|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForTheUnifiedTeam|OlympicHandballPlayersOfTheUnifiedTeam|OlympicMedalistsInHandball|YagoLegalActor},Gold Medalist
1967,Mireya Luis,{Cuba|Camagüey},NULL,Female volleyball player from Cuba,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|VolleyballPlayersAtThe1992SummerOlympics|VolleyballPlayersAtThe1996SummerOlympics|VolleyballPlayersAtThe2000SummerOlympics|Women'sVolleyballPlayers|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|VolleyballPlayer110759047|Whole100003553|YagoLegalActorGeo|CubanVolleyballPlayers|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForCuba|OlympicMedalistsInVolleyball|OlympicVolleyballPlayersOfCuba|PeopleFromCamag%C3%BCey|YagoLegalActor},Gold Medalist
1967,Toshihiko Koga,NULL,NULL,Judoka,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Alumnus109786338|AsianGamesMedalistsInJudo|CausalAgent100007347|Contestant109613191|Intellectual109621545|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Scholar110557854|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|NipponSportScienceUniversityAlumni|OlympicGoldMedalistsForJapan|OlympicMedalistsInJudo|PeopleFromSagaPrefecture|YagoLegalActor},Gold Medalist
1967,Tracey Belbin,Tingalpa Queensland,NULL,Field hockey player,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Athlete109820263|AustralianFemaleFieldHockeyPlayers|AustralianFieldHockeyCoaches|CausalAgent100007347|Coach109931640|Contestant109613191|HockeyCoach110179207|HockeyPlayer110179291|Leader109623038|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Trainer110722575|Whole100003553|YagoLegalActorGeo|FieldHockeyPlayersAtThe1988SummerOlympics|FieldHockeyPlayersAtThe1992SummerOlympics|PhysicalEntity100001930|Winner110782940|OlympicFieldHockeyPlayersOfAustralia|OlympicGoldMedalistsForAustralia|OlympicMedalistsInFieldHockey|PeopleFromQueensland|YagoLegalActor},Gold Medalist
1967,Uche Okechukwu,{Nigeria|Lagos},NULL,Nigerian footballer,{agent|athlete|person|soccer player|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Athlete|SoccerPlayer|IgboFootballers|IstanbulsporFootballers|IwuanyanwuNationalePlayers|LivingPeople|TurkishFootballers|TurkishPeopleOfNigerianDescent|1994FIFAWorldCupPlayers|1998FIFAWorldCupPlayers|AssociationFootballDefenders|Athlete109820263|BayelsaUnitedF.C.Players|Br%C3%B8ndbyIFPlayers|CausalAgent100007347|Contestant109613191|Defender109614684|FootballPlayer110101634|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|DanishSuperligaPlayers|ExpatriateFootballersInDenmark|ExpatriateFootballersInTurkey|Fenerbah%C3%A7eFootballers|FootballersAtThe1996SummerOlympics|PhysicalEntity100001930|Preserver110466918|Winner110782940|S%C3%BCperLigPlayers|NigeriaInternationalFootballers|NigerianExpatriateFootballers|NigerianFootballers|OceanBoysPlayers|OlympicFootballersOfNigeria|OlympicGoldMedalistsForNigeria|OlympicMedalistsInFootball|YagoLegalActor},Gold Medalist
1967,Udo Quellmalz,NULL,NULL,Judoka,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicBronzeMedalistsForGermany|OlympicGoldMedalistsForGermany|OlympicMedalistsInJudo|PeopleFromLeipzig|YagoLegalActor},Gold Medalist
1967,Ulrich Kirchhoff,NULL,NULL,Equestrian,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|GermanEquestrians|LivingPeople|CausalAgent100007347|Contestant109613191|Horseman110185793|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Rider110529965|Traveler109629752|Whole100003553|YagoLegalActorGeo|EquestriansAtThe1996SummerOlympics|PhysicalEntity100001930|Winner110782940|OlympicEquestriansOfGermany|OlympicGoldMedalistsForGermany|OlympicMedalistsInEquestrian|YagoLegalActor},Gold Medalist
1967,Uwe Daßler,{Saxony|Lusatia|Ebersbach},NULL,Swimmer,{agent|athlete|person|swimmer|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|GermanSwimmers|LivingPeople|MaleFreestyleSwimmers|WorldAquaticsChampionshipsMedalistsInSwimming|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Swimmer110683349|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|SwimmersAtThe1988SummerOlympics|NationalPeople'sArmyMilitaryAthletes|OlympicBronzeMedalistsForEastGermany|OlympicGoldMedalistsForEastGermany|OlympicMedalistsInSwimming|OlympicSilverMedalistsForEastGermany|OlympicSwimmersOfEastGermany|PeopleFromEbersbach-Neugersdorf|YagoLegalActor},Gold Medalist
1967,Seo Hyang-Soon,NULL,NULL,Archer,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Archer109805324|ArchersAtThe1984SummerOlympics|CausalAgent100007347|Contestant109613191|Expert109617867|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|SouthKoreanArchers|OlympicArchersOfSouthKorea|OlympicGoldMedalistsForSouthKorea|OlympicMedalistsInArchery|YagoLegalActor},Gold Medalist
1967,Sergei Bautin,{Soviet Union|Rahachow|Byelorussian Soviet Socialist Republic},NULL,Ice hockey player,{agent|athlete|ice hockey player|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|IceHockeyPlayer|HCDynamoMoscowPlayers|HCMetallurgMagnitogorskPlayers|IceHockeyPlayersAtThe1992WinterOlympics|KansasCityBladesPlayers|KrylyaSovetovMoscowPlayers|LivingPeople|Lule%C3%A5HFPlayers|WinnipegJets(1979%E2%80%9396)Players|AdirondackRedWingsPlayers|AkBarsKazanPlayers|Athlete109820263|CausalAgent100007347|Contestant109613191|HockeyPlayer110179291|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|DetroitRedWingsPlayers|PhysicalEntity100001930|Winner110782940|SanJoseSharksPlayers|SovietIceHockeyPlayers|NurembergIceTigersPlayers|OlympicGoldMedalistsForTheUnifiedTeam|OlympicIceHockeyPlayersOfTheUnifiedTeam|OlympicMedalistsInIceHockey|PeopleFromRahachow|YagoLegalActor},Gold Medalist
1967,Sergei Grinkov,{Moscow|Russia},NULL,Pair skater,{agent|athlete|figure skater|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Athlete|FigureSkater|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Skater110604491|Whole100003553|YagoLegalActorGeo|FigureSkatersAtThe1988WinterOlympics|FigureSkatersAtThe1994WinterOlympics|PhysicalEntity100001930|Winner110782940|RussianPairSkaters|SovietPairSkaters|OlympicFigureSkatersOfRussia|OlympicFigureSkatersOfTheSovietUnion|OlympicGoldMedalistsForRussia|OlympicGoldMedalistsForTheSovietUnion|OlympicMedalistsInFigureSkating|YagoLegalActor},Gold Medalist
1967,Sergey Tchepikov,NULL,NULL,Russian biathlete,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Skier110605253|Whole100003553|YagoLegalActorGeo|Cross-countrySkiersAtThe1998WinterOlympics|PhysicalEntity100001930|Winner110782940|RussianCross-countrySkiers|OlympicBronzeMedalistsForTheSovietUnion|OlympicCross-countrySkiersOfRussia|OlympicGoldMedalistsForRussia|OlympicGoldMedalistsForTheSovietUnion|OlympicMedalistsInBiathlon|OlympicSilverMedalistsForRussia|PeopleFromKhabarovskKrai|YagoLegalActor},Gold Medalist
1967,Shelly Stokes,NULL,United States,Softball player,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|FresnoStateBulldogsAthletes|LivingPeople|AmericanSoftballPlayers|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|CollegeSoftballPlayersInTheUnitedStates|FemaleSoftballPlayers|PhysicalEntity100001930|Winner110782940|SoftballPlayersAtThe1996SummerOlympics|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInSoftball|OlympicSoftballPlayersOfTheUnitedStates|YagoLegalActor},Gold Medalist
1967,Silke Renk,NULL,NULL,German javelin thrower,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|GermanJavelinThrowers|LivingPeople|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Throwster110709745|Whole100003553|Worker109632518|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicAthletesOfEastGermany|OlympicAthletesOfGermany|OlympicGoldMedalistsForGermany|OlympicMedalistsInAthletics(trackAndField)|PeopleFromQuerfurt|YagoLegalActor},Gold Medalist
1967,Slobodan Kovač,NULL,NULL,Volleyball player,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|VolleyballPlayersAtThe1996SummerOlympics|VolleyballPlayersAtThe2000SummerOlympics|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|VolleyballPlayer110759047|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|SerbianVolleyballPlayers|OlympicBronzeMedalistsForYugoslavia|OlympicGoldMedalistsForYugoslavia|OlympicMedalistsInVolleyball|OlympicVolleyballPlayersOfYugoslavia|YagoLegalActor},Gold Medalist
1967,Stefan Krauße,Ilmenau,NULL,Luger,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|NationalPeople'sArmyMilitaryAthletes|OlympicBronzeMedalistsForGermany|OlympicGoldMedalistsForGermany|OlympicMedalistsInLuge|OlympicSilverMedalistsForEastGermany|PeopleFromIlmenau|YagoLegalActor},Gold Medalist
1967,Stefan Saliger,NULL,NULL,Olympic medalist,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|GermanFieldHockeyPlayers|LivingPeople|Athlete109820263|CausalAgent100007347|Contestant109613191|HockeyPlayer110179291|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|FieldHockeyPlayersAtThe1992SummerOlympics|FieldHockeyPlayersAtThe1996SummerOlympics|PhysicalEntity100001930|Winner110782940|OlympicFieldHockeyPlayersOfGermany|OlympicGoldMedalistsForGermany|OlympicMedalistsInFieldHockey|YagoLegalActor},Gold Medalist
1967,Stefan Tewes,NULL,NULL,Field hockey player,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|GermanFieldHockeyPlayers|LivingPeople|Athlete109820263|CausalAgent100007347|Contestant109613191|HockeyPlayer110179291|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|FieldHockeyPlayersAtThe1992SummerOlympics|PhysicalEntity100001930|Winner110782940|OlympicFieldHockeyPlayersOfGermany|OlympicGoldMedalistsForGermany|OlympicMedalistsInFieldHockey|YagoLegalActor},Gold Medalist
1967,Henk-Jan Held,{Netherlands|Utrecht (province)|Renswoude},Netherlands,Volleyball player,{agent|athlete|person|volleyball player|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|VolleyballPlayersAtThe1992SummerOlympics|VolleyballPlayersAtThe1996SummerOlympics|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|VolleyballPlayer110759047|Whole100003553|YagoLegalActorGeo|DutchVolleyballPlayers|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForTheNetherlands|OlympicMedalistsInVolleyball|OlympicSilverMedalistsForTheNetherlands|OlympicVolleyballPlayersOfTheNetherlands|PeopleFromRenswoude|YagoLegalActor},Gold Medalist
1967,Kristen Skjeldal,NULL,NULL,Cross-country skier,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Skier110605253|Whole100003553|YagoLegalActorGeo|Cross-countrySkiersAtThe1992WinterOlympics|Cross-countrySkiersAtThe2002WinterOlympics|PhysicalEntity100001930|Winner110782940|NorwegianCross-countrySkiers|OlympicBronzeMedalistsForNorway|OlympicCross-countrySkiersOfNorway|OlympicGoldMedalistsForNorway|OlympicMedalistsInCross-countrySkiing|YagoLegalActor},Gold Medalist
1967,María Isabel Martínez,NULL,NULL,Field hockey player,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Athlete109820263|CausalAgent100007347|Contestant109613191|HockeyPlayer110179291|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|FemaleFieldHockeyPlayers|FieldHockeyPlayersAtThe1992SummerOlympics|PhysicalEntity100001930|Winner110782940|SpanishFieldHockeyPlayers|OlympicFieldHockeyPlayersOfSpain|OlympicGoldMedalistsForSpain|OlympicMedalistsInFieldHockey|PeopleFromMadrid|YagoLegalActor},Gold Medalist
1967,Javier Sotomayor,{Cuba|Limonar|Matanzas},Cubans,Cuban high jumper,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Athlete109820263|CausalAgent100007347|Contestant109613191|Jumper110226993|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|CubanHighJumpers|PhysicalEntity100001930|Winner110782940|OlympicAthletesOfCuba|OlympicGoldMedalistsForCuba|OlympicMedalistsInAthletics(trackAndField)|OlympicSilverMedalistsForCuba|YagoLegalActor},Gold Medalist
1967,Dumitru Răducanu,NULL,NULL,Rower,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Boatman109861946|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Oarsman110368920|Object100002684|Organism100004475|Person100007846|Whole100003553|Worker109632518|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|RomanianRowers|RowersAtThe1984SummerOlympics|RowersAtThe1992SummerOlympics|RowersAtThe2000SummerOlympics|OlympicBronzeMedalistsForRomania|OlympicGoldMedalistsForRomania|OlympicMedalistsInRowing|OlympicRowersOfRomania|OlympicSilverMedalistsForRomania|YagoLegalActor},Gold Medalist
1967,Ecaterina Szabo,{Covasna County|Zagon},NULL,Artistic gymnast,{agent|athlete|gymnast|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|GymnastsAtThe1984SummerOlympics|HungarianAthletes|LivingPeople|MedalistsAtWorldGymnasticsChampionships|WorldChampionGymnasts|Athlete109820263|CausalAgent100007347|Champion109906704|Contestant109613191|Gymnast110153594|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Rival110533013|Whole100003553|YagoLegalActorGeo|EuropeanChampionsInGymnastics|PhysicalEntity100001930|Winner110782940|RomanianFemaleArtisticGymnasts|RomanianPeopleOfHungarianDescent|OlympicGoldMedalistsForRomania|OlympicGymnastsOfRomania|OlympicMedalistsInGymnastics|OlympicSilverMedalistsForRomania|PeopleFromCovasnaCounty|YagoLegalActor},Gold Medalist
1967,Juan Manrique,NULL,NULL,Baseball player,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Athlete109820263|Ballplayer109835506|BaseballPlayersAtThe1996SummerOlympics|BaseballPlayersAtThe2000SummerOlympics|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|CubanBaseballPlayers|PhysicalEntity100001930|Winner110782940|OlympicBaseballPlayersOfCuba|OlympicGoldMedalistsForCuba|OlympicMedalistsInBaseball|OlympicSilverMedalistsForCuba|YagoLegalActor},Gold Medalist
