Year,Name,Birthplace,Nationality,Sport,Labels,Medal
1975,Jason Gardener,Bath Somerset,NULL,British Olympic sprinter,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Runner110542888|AlumniOfBathSpaUniversity|Alumnus109786338|Athlete109820263|CausalAgent100007347|Contestant109613191|Intellectual109621545|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Scholar110557854|Sprinter110641413|Whole100003553|YagoLegalActorGeo|CommonwealthGamesGoldMedallistsForEngland|EnglishAthletes|EnglishSprinters|PhysicalEntity100001930|Winner110782940|OlympicAthletesOfGreatBritain|OlympicGoldMedalistsForGreatBritain|OlympicMedalistsInAthletics(trackAndField)|PeopleEducatedAtCityOfBathBoys'School|PeopleFromBathSomerset|YagoLegalActor},Gold Medalist
1975,Jason Lezak,Irvine California,United States,American international swimmer Olympic gold medalist,{agent|athlete|person|swimmer|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|JewishSwimmers|LivingPeople|MaccabiahGamesGoldMedalists|MaccabiahGamesSwimmersOfTheUnitedStates|MaleFreestyleSwimmers|WorldAquaticsChampionshipsMedalistsInSwimming|AmericanSwimmers|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Swimmer110683349|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|SwimmersAtThe2000SummerOlympics|SwimmersAtThe2004SummerOlympics|SwimmersAtThe2008SummerOlympics|SwimmersAtThe2009MaccabiahGames|OlympicBronzeMedalistsForTheUnitedStates|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInSwimming|OlympicSilverMedalistsForTheUnitedStates|OlympicSwimmersOfTheUnitedStates|PeopleFromIrvineCalifornia|YagoLegalActor},Gold Medalist
1975,Ed Coode,{Cornwall|Indian Queens},NULL,Rower,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|AlumniOfKebleCollegeOxford|AlumniOfNewcastleUniversity|Alumnus109786338|Boatman109861946|BritishRowers|CausalAgent100007347|Contestant109613191|Intellectual109621545|LivingThing100004258|Medalist110305062|Oarsman110368920|Object100002684|Organism100004475|Person100007846|Scholar110557854|Whole100003553|Worker109632518|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|RowersAtThe2000SummerOlympics|RowersAtThe2004SummerOlympics|OlympicGoldMedalistsForGreatBritain|OlympicMedalistsInRowing|OlympicRowersOfGreatBritain|OxfordUniversityBoatClubRowers|PeopleFromCornwall|YagoLegalActor},Gold Medalist
1975,Eduard Koksharov,NULL,NULL,Handball player,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HandballPlayersAtThe2000SummerOlympics|HandballPlayersAtThe2004SummerOlympics|HandballPlayersAtThe2008SummerOlympics|LivingPeople|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|RussianHandballPlayers|OlympicBronzeMedalistsForRussia|OlympicGoldMedalistsForRussia|OlympicHandballPlayersOfRussia|OlympicMedalistsInHandball|PeopleFromKrasnodar|YagoLegalActor},Gold Medalist
1975,Ekaterina Dafovska,NULL,NULL,Bulgarian biathlete,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|WinterOlympicsMedalists|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForBulgaria|OlympicMedalistsInBiathlon|YagoLegalActor},Gold Medalist
1975,Justin Huish,NULL,United States,Archer,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|AmericanArchers|Archer109805324|ArchersAtThe1996SummerOlympics|CausalAgent100007347|Contestant109613191|Expert109617867|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicArchersOfTheUnitedStates|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInArchery|YagoLegalActor},Gold Medalist
1975,Kanstantsin Lukashyk,NULL,NULL,Sport shooter,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|ISSFPistolShooters|LivingPeople|Associate109816771|BelarusianSportShooters|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Participant110401829|Peer109626238|Person100007846|Player110440387|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|ShootersAtThe1992SummerOlympics|ShootersAtThe1996SummerOlympics|ShootersAtThe2004SummerOlympics|ShootersAtThe2008SummerOlympics|OlympicGoldMedalistsForTheUnifiedTeam|OlympicMedalistsInShooting|OlympicShootersOfBelarus|OlympicShootersOfTheUnifiedTeam|YagoLegalActor},Gold Medalist
1975,Kara Wolters,{Holliston Massachusetts|United States},NULL,American basketball player,{agent|athlete|basketball player|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HoustonCometsPlayers|IndianaFeverPlayers|LivingPeople|AmericanWomen'sBasketballPlayers|Athlete109820263|BasketballPlayer109842047|BasketballPlayersAtThe2000SummerOlympics|BasketballPlayersFromMassachusetts|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|ConnecticutHuskiesWomen'sBasketballPlayers|PhysicalEntity100001930|Winner110782940|SacramentoMonarchsPlayers|NewEnglandBlizzardPlayers|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInBasketball|PeopleFromHollistonMassachusetts|YagoLegalActor},Gold Medalist
1975,Barnabás Steinmetz,NULL,NULL,Water polo player,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HungarianWaterPoloPlayers|LivingPeople|VasasSCWaterPoloPlayers|WaterPoloPlayersAtThe2000SummerOlympics|WaterPoloPlayersAtThe2004SummerOlympics|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForHungary|OlympicMedalistsInWaterPolo|OlympicWaterPoloPlayersOfHungary|YagoLegalActor},Gold Medalist
1975,Becky Kellar-Duke,{Ontario|Canada|Hagersville Ontario},NULL,Ice hockey player,{agent|athlete|ice hockey player|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|IceHockeyPeopleFromOntario|IceHockeyPlayersAtThe1998WinterOlympics|IceHockeyPlayersAtThe2002WinterOlympics|IceHockeyPlayersAtThe2006WinterOlympics|IceHockeyPlayersAtThe2010WinterOlympics|LivingPeople|WilfridLaurierUniversityAlumni|Alumnus109786338|Athlete109820263|BrownBearsWomen'sIceHockeyPlayers|BurlingtonBarracudasPlayers|CausalAgent100007347|Contestant109613191|HockeyPlayer110179291|Intellectual109621545|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Scholar110557854|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForCanada|OlympicIceHockeyPlayersOfCanada|OlympicMedalistsInIceHockey|OlympicSilverMedalistsForCanada|YagoLegalActor},Gold Medalist
1975,Anja Nielsen,NULL,NULL,Handball player,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HandballPlayersAtThe2000SummerOlympics|LivingPeople|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|DanishHandballPlayers|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForDenmark|OlympicMedalistsInHandball|YagoLegalActor},Gold Medalist
1975,Oksana Chusovitina,{Soviet Union|Uzbek Soviet Socialist Republic|Bukhara},NULL,Gymnast,{agent|athlete|gymnast|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|GermanFemaleArtisticGymnasts|GermanPeopleOfRussianDescent|GymnastsAtThe1992SummerOlympics|GymnastsAtThe1996SummerOlympics|GymnastsAtThe2000SummerOlympics|GymnastsAtThe2004SummerOlympics|GymnastsAtThe2008SummerOlympics|LivingPeople|MedalistsAtWorldGymnasticsChampionships|UzbekistaniFemaleArtisticGymnasts|WorldChampionGymnasts|Athlete109820263|CausalAgent100007347|Contestant109613191|Creator109614315|Gymnast110153594|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|EthnicUzbekPeople|Originator110383816|PhysicalEntity100001930|Winner110782940|RussianFemaleArtisticGymnasts|SovietFemaleArtisticGymnasts|OlympicGoldMedalistsForTheUnifiedTeam|OlympicGymnastsOfGermany|OlympicGymnastsOfTheUnifiedTeam|OlympicGymnastsOfUzbekistan|OlympicMedalistsInGymnastics|OlympicSilverMedalistsForGermany|OriginatorsOfElementsInArtisticGymnastics|PeopleFromBukhara|YagoLegalActor},Gold Medalist
1975,Oksana Kazakova,Saint Petersburg,NULL,Figure skater,{agent|athlete|figure skater|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|FigureSkater|LivingPeople|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Skater110604491|Whole100003553|YagoLegalActorGeo|FigureSkatersAtThe1998WinterOlympics|PhysicalEntity100001930|Winner110782940|RussianPairSkaters|OlympicFigureSkatersOfRussia|OlympicGoldMedalistsForRussia|OlympicMedalistsInFigureSkating|YagoLegalActor},Gold Medalist
1975,Olga Medvedtseva,{Soviet Union|Krasnoyarsk},NULL,Russian biathlete,{agent|athlete|person|skier|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Skier110605253|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicBronzeMedalistsForRussia|OlympicGoldMedalistsForRussia|OlympicMedalistsInBiathlon|PeopleFromKrasnoyarsk|YagoLegalActor},Gold Medalist
1975,P. J. Axelsson,{Sweden|Kungälv},NULL,Ice hockey player,{agent|athlete|ice hockey player|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Athlete|IceHockeyPlayer|Fr%C3%B6lundaHCPlayers|IceHockeyPlayersAtThe2006WinterOlympics|LivingPeople|Athlete109820263|BostonBruinsPlayers|CausalAgent100007347|Contestant109613191|HockeyPlayer110179291|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|SwedishIceHockeyPlayers|OlympicGoldMedalistsForSweden|OlympicIceHockeyPlayersOfSweden|OlympicMedalistsInIceHockey|PeopleFromKung%C3%A4lvMunicipality|YagoLegalActor},Gold Medalist
1975,Ray Allen,{Merced California|Castle Air Force Base},NULL,American basketball player,{agent|athlete|basketball player|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|BasketballPlayer|Imp110200047|LivingPeople|MilitaryBrats|MilwaukeeBucksPlayers|Absentee109757653|AfricanAmericanBasketballPlayers|AmericanExpatriatesInGermany|AmericanExpatriatesInTheUnitedKingdom|Athlete109820263|BasketballPlayer109842047|BasketballPlayersAtThe2000SummerOlympics|BasketballPlayersFromCalifornia|BasketballPlayersFromSouthCarolina|BostonCelticsPlayers|CausalAgent100007347|Child109917593|Contestant109613191|Defender109614684|Exile110071332|Guard110150071|Juvenile109622049|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Traveler109629752|Whole100003553|YagoLegalActorGeo|ConnecticutHuskiesMen'sBasketballPlayers|PhysicalEntity100001930|Preserver110466918|Terror110702483|Winner110782940|SeattleSuperSonicsPlayers|ShootingGuards|OlympicBasketballPlayersOfTheUnitedStates|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInBasketball|PeopleFromJacksonCountyOklahoma|PeopleFromMercedCountyCalifornia|PeopleFromSaxmundham|PeopleFromSumterCountySouthCarolina|YagoLegalActor},Gold Medalist
1975,Regla Torres,{Havana|Santa Clara Cuba},Cuba,Volleyball player,{agent|athlete|person|volleyball player|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|VolleyballPlayersAtThe1992SummerOlympics|VolleyballPlayersAtThe1996SummerOlympics|VolleyballPlayersAtThe2000SummerOlympics|Women'sVolleyballPlayers|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|VolleyballPlayer110759047|Whole100003553|YagoLegalActorGeo|CubanVolleyballPlayers|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForCuba|OlympicMedalistsInVolleyball|OlympicVolleyballPlayersOfCuba|PeopleFromHavana|YagoLegalActor},Gold Medalist
1975,Ricardo Garcia (volleyball),NULL,NULL,Volleyball player,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|VolleyballPlayersAtThe2004SummerOlympics|BrazilianVolleyballPlayers|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|VolleyballPlayer110759047|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForBrazil|OlympicMedalistsInVolleyball|OlympicVolleyballPlayersOfBrazil|YagoLegalActor},Gold Medalist
1975,Ricardo Santos,Salvador Bahia,Brazil,Volleyball player,{agent|athlete|person|beach volleyball player|volleyball player|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|BeachVolleyballPlayersAtThe2000SummerOlympics|BeachVolleyballPlayersAtThe2004SummerOlympics|BeachVolleyballPlayersAtThe2007PanAmericanGames|BeachVolleyballPlayersAtThe2008SummerOlympics|BrazilianBeachVolleyballPlayers|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|VolleyballPlayer110759047|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicBeachVolleyballPlayersOfBrazil|OlympicBronzeMedalistsForBrazil|OlympicGoldMedalistsForBrazil|OlympicMedalistsInVolleyball|OlympicSilverMedalistsForBrazil|PeopleFromSalvadorBahia|YagoLegalActor},Gold Medalist
1975,Petria Thomas,{New South Wales|Lismore New South Wales},Australia,Swimmer,{agent|athlete|person|swimmer|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|WorldAquaticsChampionshipsMedalistsInSwimming|Athlete109820263|AustralianFemaleSwimmers|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Swimmer110683349|Whole100003553|YagoLegalActorGeo|CommonwealthGamesBronzeMedallistsForAustralia|CommonwealthGamesGoldMedallistsForAustralia|CommonwealthGamesSilverMedallistsForAustralia|FemaleButterflySwimmers|FemaleFreestyleSwimmers|PhysicalEntity100001930|Winner110782940|SwimmersAtThe1994CommonwealthGames|SwimmersAtThe1996SummerOlympics|SwimmersAtThe1998CommonwealthGames|SwimmersAtThe2000SummerOlympics|SwimmersAtThe2004SummerOlympics|SwimmingWorldPacificRimSwimmersOfTheYear|OlympicBronzeMedalistsForAustralia|OlympicGoldMedalistsForAustralia|OlympicMedalistsInSwimming|OlympicSilverMedalistsForAustralia|OlympicSwimmersOfAustralia|YagoLegalActor},Gold Medalist
1975,Qiu Jian (sport shooter),NULL,NULL,Sport shooter,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|ISSFRifleShooters|LivingPeople|Associate109816771|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Participant110401829|Peer109626238|Person100007846|Player110440387|Whole100003553|YagoLegalActorGeo|ChineseSportShooters|PhysicalEntity100001930|Winner110782940|ShootersAtThe2008SummerOlympics|OlympicGoldMedalistsForChina|OlympicMedalistsInShooting|OlympicShootersOfChina|PeopleFromHuai'an|YagoLegalActor},Gold Medalist
1975,Richard Lambourne,{Louisville Kentucky|United States},NULL,American volleyball player,{agent|athlete|person|volleyball player|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|MlekpolAZSOlsztynPlayers|VolleyballPlayersAtThe2007PanAmericanGames|VolleyballPlayersAtThe2008SummerOlympics|Absentee109757653|Adult109605289|Alumnus109786338|AmericanExpatriatesInPoland|AmericanLatterDaySaints|AmericanMormonMissionaries|AmericanVolleyballPlayers|BrighamYoungUniversityAlumni|CausalAgent100007347|Contestant109613191|Educator110045713|Exile110071332|GoodPerson110138767|Intellectual109621545|LivingThing100004258|Medalist110305062|Missionary110322957|Object100002684|Organism100004475|Person100007846|Player110439851|Professional110480253|Saint110546850|Scholar110557854|Teacher110694258|Traveler109629752|VolleyballPlayer110759047|Whole100003553|YagoLegalActorGeo|ExpatriateVolleyballPlayersInPoland|PhysicalEntity100001930|Winner110782940|MormonMissionariesInJapan|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInVolleyball|OlympicVolleyballPlayersOfTheUnitedStates|PeopleFromLouisvilleKentucky|YagoLegalActor},Gold Medalist
1975,Rikke Petersen-Schmidt,NULL,NULL,Handball player,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HandballPlayersAtThe2000SummerOlympics|HandballPlayersAtThe2004SummerOlympics|LivingPeople|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|DanishHandballPlayers|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForDenmark|OlympicMedalistsInHandball|YagoLegalActor},Gold Medalist
1975,Rob Waddell,NULL,NULL,Rower,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|TeamNewZealandSailors|Boatman109861946|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|MilitaryOfficer110317007|Oarsman110368920|Object100002684|Organism100004475|Person100007846|Sailor110546633|Serviceman110582746|SkilledWorker110605985|Whole100003553|Worker109632518|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|RowersAtThe1996SummerOlympics|RowersAtThe2000SummerOlympics|RowersAtThe2008SummerOlympics|NewZealandRowers|OfficersOfTheNewZealandOrderOfMerit|OlympicGoldMedalistsForNewZealand|OlympicMedalistsInRowing|OlympicRowersOfNewZealand|PeopleEducatedAtKing'sCollegeAuckland|YagoLegalActor},Gold Medalist
1975,Robert Bartko,{East Germany|Potsdam},NULL,German racing cyclist,{agent|athlete|person|cyclist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Cyclist|GermanCyclists|LivingPeople|TrackCyclists|Athlete109820263|BundeswehrMilitaryAthletes|CausalAgent100007347|Contestant109613191|Cyclist109986189|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Rider110529965|Traveler109629752|Whole100003553|YagoLegalActorGeo|CyclistsAtThe2000SummerOlympics|CyclistsAtThe2004SummerOlympics|Pedaler110411163|PhysicalEntity100001930|Winner110782940|OlympicCyclistsOfGermany|OlympicGoldMedalistsForGermany|OlympicMedalistsInCycling|PeopleFromPotsdam|YagoLegalActor},Gold Medalist
1975,Tamás Molnár,NULL,NULL,Water polo player,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HungarianWaterPoloPlayers|LivingPeople|WaterPoloPlayersAtThe2000SummerOlympics|WaterPoloPlayersAtThe2004SummerOlympics|WaterPoloPlayersAtThe2008SummerOlympics|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForHungary|OlympicMedalistsInWaterPolo|OlympicWaterPoloPlayersOfHungary|PeopleFromSzeged|YagoLegalActor},Gold Medalist
1975,Tamás Varga (water polo),NULL,NULL,Water polo player,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HungarianWaterPoloPlayers|LivingPeople|WaterPoloPlayersAtThe2004SummerOlympics|WaterPoloPlayersAtThe2008SummerOlympics|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForHungary|OlympicMedalistsInWaterPolo|OlympicWaterPoloPlayersOfHungary|YagoLegalActor},Gold Medalist
1975,Tammy Cleland,NULL,NULL,Synchronized swimmer,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|AmericanSynchronizedSwimmers|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Swimmer110683349|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|SynchronizedSwimmersAtThe1996SummerOlympics|OlympicGoldMedalistsForTheUnitedStates|OlympicMedalistsInSynchronizedSwimming|OlympicSynchronizedSwimmersOfTheUnitedStates|YagoLegalActor},Gold Medalist
1975,Taryn Woods,NULL,NULL,Water polo player,{agent|athlete|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|WaterPoloPlayersAtThe2000SummerOlympics|AustralianWaterPoloPlayers|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Player110439851|Whole100003553|YagoLegalActorGeo|FemaleWaterPoloPlayers|PhysicalEntity100001930|Winner110782940|OlympicGoldMedalistsForAustralia|OlympicMedalistsInWaterPolo|OlympicWaterPoloPlayersOfAustralia|YagoLegalActor},Gold Medalist
1975,Tatiana Lysenko,{Ukraine|Kherson},NULL,Gymnast,{agent|athlete|gymnast|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|GymnastsAtThe1992SummerOlympics|JewishGymnasts|LivingPeople|MedalistsAtWorldGymnasticsChampionships|UkrainianFemaleArtisticGymnasts|Athlete109820263|CausalAgent100007347|Contestant109613191|Gymnast110153594|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|RussianFemaleArtisticGymnasts|SovietFemaleArtisticGymnasts|OlympicBronzeMedalistsForTheUnifiedTeam|OlympicGoldMedalistsForTheUnifiedTeam|OlympicMedalistsInGymnastics|PeopleFromKherson|YagoLegalActor},Gold Medalist
1975,Tatiana Navka,{Soviet Union|Dnipropetrovsk|Ukrainian Soviet Socialist Republic},NULL,Figure skater,{agent|athlete|figure skater|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Athlete|FigureSkater|LivingPeople|Athlete109820263|BelarusianIceDancers|CausalAgent100007347|Contestant109613191|Dancer109989502|Entertainer109616922|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Performer110415638|Person100007846|Skater110604491|Whole100003553|YagoLegalActorGeo|FigureSkatersAtThe1994WinterOlympics|FigureSkatersAtThe1998WinterOlympics|FigureSkatersAtThe2002WinterOlympics|FigureSkatersAtThe2006WinterOlympics|PhysicalEntity100001930|Winner110782940|RussianIceDancers|RussianPeopleOfUkrainianDescent|OlympicFigureSkatersOfBelarus|OlympicFigureSkatersOfRussia|OlympicGoldMedalistsForRussia|OlympicMedalistsInFigureSkating|PeopleFromDnipropetrovsk|YagoLegalActor},Gold Medalist
1975,Tayna Lawrence,NULL,NULL,Athletics (sport) competitor,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|JamaicanSprinters|LivingPeople|Runner110542888|Alumnus109786338|Athlete109820263|CausalAgent100007347|Contestant109613191|Intellectual109621545|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Scholar110557854|Sprinter110641413|Whole100003553|YagoLegalActorGeo|FloridaInternationalUniversityAlumni|PhysicalEntity100001930|Winner110782940|OlympicAthletesOfJamaica|OlympicGoldMedalistsForJamaica|OlympicMedalistsInAthletics(trackAndField)|OlympicSilverMedalistsForJamaica|YagoLegalActor},Gold Medalist
1975,Daniel Kowalski,Singapore,Australia,Swimmer,{agent|athlete|person|swimmer|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LGBTSwimmers|LivingPeople|MaleFreestyleSwimmers|WorldAquaticsChampionshipsMedalistsInSwimming|Alumnus109786338|Athlete109820263|AustralianPeopleOfPolishDescent|AustralianSwimmers|BondUniversityAlumni|CausalAgent100007347|Contestant109613191|Intellectual109621545|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Scholar110557854|Swimmer110683349|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|SwimmersAtThe1996SummerOlympics|SwimmersAtThe2000SummerOlympics|OlympicBronzeMedalistsForAustralia|OlympicGoldMedalistsForAustralia|OlympicMedalistsInSwimming|OlympicSilverMedalistsForAustralia|OlympicSwimmersOfAustralia|YagoLegalActor},Gold Medalist
1975,Daniela Ceccarelli,NULL,NULL,Alpine skier,{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|ItalianAlpineSkiers|LivingPeople|AlpineSkiersAtThe2002WinterOlympics|AlpineSkiersAtThe2006WinterOlympics|Athlete109820263|CausalAgent100007347|Contestant109613191|LivingThing100004258|Medalist110305062|Object100002684|Organism100004475|Person100007846|Skier110605253|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782940|OlympicAlpineSkiersOfItaly|OlympicGoldMedalistsForItaly|OlympicMedalistsInAlpineSkiing|PeopleFromTheProvinceOfRome|YagoLegalActor},Gold Medalist
