ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,BirthYear
93531,Diego Perren,M,33,187,85,Switzerland,SUI,1998 Winter,1998,Winter,Nagano,Curling,Curling Men's Curling,Gold,1965
93544,Thierry Perreux,M,29,178,82,France,FRA,1992 Summer,1992,Summer,Barcelona,Handball,Handball Men's Handball,Bronze,1963
93551,"Glorianne Aurore ""Glo"" Perrier",F,35,177,66,United States,USA,1964 Summer,1964,Summer,Tokyo,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver,1929
93552,Jacques Pierre Perrier,M,23,178,NA,France,FRA,1948 Summer,1948,Summer,London,Basketball,Basketball Men's Basketball,Silver,1925
93555,Ivan Perrillat Boiteux,M,28,172,64,France,FRA,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze,1986
93560,Charles Jean Baptiste Perrin,M,24,NA,NA,Club Nautique de Lyon-2,FRA,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Fours,Silver,1876
93565,Maurice Perrin,M,20,NA,NA,France,FRA,1932 Summer,1932,Summer,Los Angeles,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold,1912
93570,Marc Marie Jean Perrodon,M,41,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's Sabre, Team",Silver,1879
93571,Elisabetta Perrone,F,28,168,56,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 10 kilometres Walk,Silver,1968
93575,Joanni Maurice Perronet,M,18,NA,NA,France,FRA,1896 Summer,1896,Summer,Athina,Fencing,"Fencing Men's Foil, Masters, Individual",Silver,1878
93580,Marcel Lon Jacques Perrot,M,41,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's Foil, Team",Silver,1879
93592,Corey Perry,M,24,190,95,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,1986
93596,Herbert Spencer Perry,M,30,NA,NA,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Running Target, Double Shot, Team",Gold,1894
93602,Nanceen Lavern Perry,F,23,176,68,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,1977
93603,Robert Stanley Grosvenor Perry,M,47,NA,NA,Vision,GBR,1956 Summer,1956,Summer,Melbourne,Sailing,Sailing Mixed 5.5 metres,Silver,1909
93605,Kasey Perry-Glass,F,28,163,59,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze,1988
93612,Irina Vladimirovna Pershina,F,22,179,57,Russia,RUS,2000 Summer,2000,Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,1978
93623,Per Fredrik Ture Person,M,19,188,80,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,1893
93628,Axel Wilhelm Emanuel Persson,M,24,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Cycling,"Cycling Men's Road Race, Team",Gold,1888
93633,Maria Elisabeth Persson,F,33,163,68,Sweden,SWE,1998 Winter,1998,Winter,Nagano,Curling,Curling Women's Curling,Bronze,1965
93639,Frans Holger Persson,M,28,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold,1892
93640,Gehnll Persson,M,41,NA,NA,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,1911
93641,Otto Gsta Adolf Persson,M,20,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,1904
93656,Nils August Persson,M,33,NA,NA,Erna Signe,SWE,1912 Summer,1912,Summer,Stockholm,Sailing,Sailing Mixed 12 metres,Silver,1879
93673,Indrek Pertelson,M,29,193,112,Estonia,EST,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Heavyweight,Bronze,1971
93676,Gabriele Perthes,F,20,162,56,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,1948
93680,Matti Rudolf Perttil,M,24,NA,NA,Finland,FIN,1920 Summer,1920,Summer,Antwerpen,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze,1896
93683,Enrico Perucconi,M,23,NA,NA,Italy,ITA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,1925
93686,Govind Perumal,M,26,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Hockey,Hockey Men's Hockey,Gold,1926
93687,Krishnamurty Perumal,M,21,174,78,India,IND,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Bronze,1947
93693,Boris Perui,M,24,181,73,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Men's Volleyball,Silver,1940
93694,eljko Perui,M,24,169,64,Yugoslavia,YUG,1960 Summer,1960,Summer,Roma,Football,Football Men's Football,Gold,1936
93696,Luigina Perversi,F,14,NA,NA,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Women's Team All-Around,Silver,1914
93698,Franois Pervis,M,31,180,88,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Team Sprint,Bronze,1985
93699,Oleksandr Ivanovych Perviy,M,19,167,74,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Middleweight,Silver,1961
93700,Ilya Alekseyevich Pervukhin,M,21,183,82,Russia,RUS,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze,1991
93701,Vasily Alekseyevich Pervukhin,M,24,180,89,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,1956
93702,Anton Perwein,M,24,NA,NA,Austria,AUT,1936 Summer,1936,Summer,Berlin,Handball,Handball Men's Handball,Silver,1912
93706,Nikolaj Pealov,M,22,167,69,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Weightlifting,Weightlifting Men's Featherweight,Silver,1970
93709,John Anthony Pescatore,M,24,188,84,United States,USA,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Eights,Bronze,1964
93715,Uwe Peschel,M,23,179,72,Germany,GER,1992 Summer,1992,Summer,Barcelona,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold,1969
93717,Benot Pierre Peschier,M,24,177,75,France,FRA,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Gold,1980
93723,Karel Peek,M,24,NA,NA,Czechoslovakia,TCH,1920 Summer,1920,Summer,Antwerpen,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,1896
93724,Guglielmo Pesenti,M,22,NA,NA,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Cycling,Cycling Men's Sprint,Silver,1934
93735,Henri Franois Peslier,M,20,NA,NA,Libellule de Paris,FRA,1900 Summer,1900,Summer,Paris,Water Polo,Water Polo Men's Water Polo,Bronze,1880
93737,Jan Sijbrand Pesman,M,28,182,71,Netherlands,NED,1960 Winter,1960,Winter,Squaw Valley,Speed Skating,"Speed Skating Men's 5,000 metres",Bronze,1932
93742,Giorgio Pessina,M,25,167,NA,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's Foil, Team",Gold,1903
93746,Rodrigo de Paula Pessoa,M,23,177,67,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,1973
93751,Pierre-Alexis Pessonneaux,M,24,181,70,France,FRA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,1988
93754,Ariel Osvaldo Pestano Valdes,M,26,175,78,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Silver,1974
93757,Paul Karoly Pesthy,M,26,180,68,United States,USA,1964 Summer,1964,Summer,Tokyo,Modern Pentathlon,Modern Pentathlon Men's Team,Silver,1938
93764,Samantha Nicole Peszek,F,16,152,50,United States,USA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Silver,1992
93767,Tuuli Pauliina Petj (-Sirn),F,28,169,60,Finland,FIN,2012 Summer,2012,Summer,London,Sailing,Sailing Women's Windsurfer,Silver,1984
93770,Worapoj Petchkoom,M,23,170,54,Thailand,THA,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Bantamweight,Silver,1981
93779,Babett Peter,F,20,172,64,Germany,GER,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Bronze,1988
93780,Birgit Peter (-Hndle),F,24,185,78,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Double Sculls,Gold,1964
93782,"Karl-August ""Heinrich"" Peter",M,26,NA,NA,Germany,GER,1936 Summer,1936,Summer,Berlin,Hockey,Hockey Men's Hockey,Silver,1910
93783,Horst Peter,M,26,185,83,East Germany,GDR,1972 Summer,1972,Summer,Munich,Volleyball,Volleyball Men's Volleyball,Silver,1946
93790,Michael Peter,M,23,185,70,West Germany,FRG,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,Gold,1949
93793,"Edward Percival ""Percy"" Peter",M,18,NA,NA,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,1902
93798,"Victor John ""V. J."" Peter",M,23,165,59,India,IND,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Silver,1937
93799,Werner Peter,M,30,171,68,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,Silver,1950
93804,Primo Peterka,M,22,182,66,Slovenia,SLO,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Bronze,1980
93822,Dimitri Peters,M,28,188,100,Germany,GER,2012 Summer,2012,Summer,London,Judo,Judo Men's Half-Heavyweight,Bronze,1984
93833,Mary Elizabeth Peters,F,33,173,71,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's Pentathlon,Gold,1939
93839,Rotimi Peters,M,28,189,62,Nigeria,NGR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,1956
93840,Steffen Peters,M,31,173,68,United States,USA,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze,1965
93841,Thoralf Peters,M,24,204,100,Germany,GER,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Fours,Silver,1968
93842,"Kristina ""Tina"" Peters (-Marquardt)",F,24,164,58,Germany,GER,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,Silver,1968
93849,Anders Martinus Petersen,M,43,NA,NA,Denmark,DEN,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres, Team",Gold,1877
93853,Axel Karl Petersen,M,24,NA,NA,Denmark,DEN,1912 Summer,1912,Summer,Stockholm,Football,Football Men's Football,Silver,1888
93860,Carl Wilhelm Malkus Petersn,M,39,152,NA,Sweden,SWE,1924 Winter,1924,Winter,Chamonix,Curling,Curling Men's Curling,Silver,1885
93865,Erik Petersen,M,25,184,81,Denmark,DEN,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxless Fours,Gold,1939
93868,Fredrik Raahauge Petersen,M,28,188,80,Sweden,SWE,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Silver,1984
93871,Henry Petersen,M,19,NA,NA,Denmark,DEN,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Pole Vault,Silver,1901
93872,Jan Bo Petersen,M,21,187,73,Denmark,DEN,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,1971
93875,Josef Petersen,M,42,NA,NA,Denmark,DEN,1924 Summer,1924,Summer,Paris,Art Competitions,Art Competitions Mixed Literature,Silver,1882
93878,Klaus-Dieter Petersen,M,35,198,98,Germany,GER,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,Silver,1969
93883,"Margarete ""Marga"" Petersen (Kallensee-)",F,32,165,52,Germany,GER,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,1920
93887,Niels Knudsen Petersen,M,20,NA,NA,Denmark,DEN,1906 Summer,1906,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,Silver,1886
93890,Nils Petersen,M,27,188,80,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Silver,1989
93891,Ole Erik Gunnar Petersen,M,25,176,74,Skum,DEN,1960 Summer,1960,Summer,Roma,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Silver,1935
93897,Rasmus Kristian Petersen,M,28,NA,NA,Norway,NOR,1906 Summer,1906,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,Gold,1878
93901,Sren Peter Petersen,M,25,NA,NA,Denmark,DEN,1920 Summer,1920,Summer,Antwerpen,Boxing,Boxing Men's Heavyweight,Silver,1895
93902,Thorleif Petersen,M,21,NA,NA,Norway,NOR,1906 Summer,1906,Summer,Athina,Gymnastics,Gymnastics Men's Team All-Around,Gold,1885
93903,Thyge Alexander Petersen,M,21,NA,NA,Denmark,DEN,1924 Summer,1924,Summer,Paris,Boxing,Boxing Men's Light-Heavyweight,Silver,1903
93905,Wilhelm Knut Petersn,M,21,NA,NA,Sweden,SWE,1928 Winter,1928,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,1907
93906,Rikke Petersen Schmidt,F,25,184,75,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Gold,1975
93907,Cerstin Petersmann,F,27,184,73,Germany,GER,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxed Eights,Bronze,1965
93912,Amy Eileen Peterson (-Peck),F,20,163,63,United States,USA,1992 Winter,1992,Winter,Albertville,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Silver,1972
93914,Ann Stewart Peterson,F,21,160,52,United States,USA,1968 Summer,1968,Summer,Mexico City,Diving,Diving Women's Platform,Bronze,1947
93915,"Benjamin Lee ""Ben"" Peterson",M,22,187,90,United States,USA,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold,1950
93921,Anna Helena Peterson (-Bernhard),F,18,172,61,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,1962
93922,"John William ""Jack"" Peterson",M,28,NA,NA,Ireland-2,GBR,1908 Summer,1908,Summer,London,Hockey,Hockey Men's Hockey,Silver,1880
93923,Jeret Peterson,M,28,175,80,United States,USA,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Men's Aerials,Silver,1982
93924,John Allan Peterson,M,23,180,82,United States,USA,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver,1949
93925,Carl Johan Leonard Peterson,M,22,NA,NA,Sweden,SWE,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold,1886
93931,Rolf Ingvar Peterson,M,20,186,77,Sweden,SWE,1964 Summer,1964,Summer,Tokyo,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold,1944
93934,Teodor Anders Peterson,M,25,186,79,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's Sprint,Silver,1989
93936,Walter Ernest Peterson,M,24,NA,NA,Ireland-2,GBR,1908 Summer,1908,Summer,London,Hockey,Hockey Men's Hockey,Silver,1884
93939,Alexander Petersson,M,28,186,94,Iceland,ISL,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,Silver,1980
93942,Hvard Vad Petersson,M,26,192,NA,Norway,NOR,2010 Winter,2010,Winter,Vancouver,Curling,Curling Men's Curling,Silver,1984
93943,Stig Magnus Petersson,M,21,177,84,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Archery,Archery Men's Individual,Silver,1975
93944,Reinhold William Eugen Petersson (-Bjrneman),M,24,184,78,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,1896
93949,"Zsuzsanna ""Zsuzsa"" Peth-Kzi",F,31,170,60,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Handball,Handball Women's Handball,Bronze,1945
93953,Hrachya Petikyan,M,32,174,78,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold,1960
93957,Frdric Adolphe Petit,M,43,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Archery,"Archery Men's Au Chapelet, 33 metres",Bronze,1857
93971,Pierre Petiteau,M,20,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Rugby,Rugby Men's Rugby,Silver,1900
93976,Kazys Petkeviius,M,26,NA,NA,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Basketball,Basketball Men's Basketball,Silver,1926
93979,Kiril Todorov Petkov,M,31,171,73,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver,1933
93981,Petko Petkov,M,22,200,84,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Men's Volleyball,Silver,1958
93988,Antonio Petkovi,M,30,190,90,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Silver,1986
93990,Momir Petkovi,M,22,179,82,Yugoslavia,YUG,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold,1954
93994,Vladimr Petlk,M,22,196,96,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball Men's Volleyball,Bronze,1946
94014,Vitaly Aleksandrovich Petrakov,M,21,180,75,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,1955
94024,Evaldas Petrauskas,M,20,164,60,Lithuania,LTU,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Lightweight,Bronze,1992
94030,Sergey Anatolyevich Petrenko,M,23,183,80,Unified Team,EUN,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,1969
94031,Serhiy Volodymyrovych Petrenko,M,19,183,80,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold,1957
94032,Viktor Vasylovych Petrenko,M,18,178,69,Soviet Union,URS,1988 Winter,1988,Winter,Calgary,Figure Skating,Figure Skating Men's Singles,Bronze,1970
94033,Tatyana Dmitriyevna Petrenko-Samusenko,F,21,161,57,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Women's Foil, Team",Gold,1939
94037,tefan Petrescu,M,25,161,68,Romania,ROU,1956 Summer,1956,Summer,Melbourne,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold,1931
94040,Heather Petri,F,22,180,73,United States,USA,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Silver,1978
94043,Geno Petriashvili,M,22,198,125,Georgia,GEO,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Bronze,1994
94048,Vladimr Petek,M,24,172,52,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Pairs,Silver,1948
94051,Henryk Petrich,M,29,185,81,Poland,POL,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Heavyweight,Bronze,1959
94052,"Kvtoslava ""Kvta"" Petkov",F,28,165,57,Czechoslovakia,TCH,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Women's Hockey,Silver,1952
94055,Haylea Petrie,F,27,169,70,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Bronze,1969
94060,Larisa Leonidovna Petrik (-Klimenko),F,19,163,52,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Team All-Around,Gold,1949
94065,Gyula Petrikovics,M,25,173,67,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver,1943
94066,Mihaela Petril,F,25,190,74,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Bronze,1991
94071,Silvijo Petriko,M,20,174,54,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Bronze,1980
94072,Gerhard Petritsch,M,39,180,85,Austria,AUT,1980 Summer,1980,Summer,Moskva,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",Bronze,1941
94074,Oleksandr Sviatoslavovych Petriv,M,34,175,72,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold,1974
94075,Dimitrios Stephen Petrokokkinos,M,17,NA,NA,Greece-1,GRE,1896 Summer,1896,Summer,Athina,Tennis,Tennis Men's Doubles,Silver,1879
94078,Pedro Petrone Schiavone,M,18,173,74,Uruguay,URU,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,Gold,1906
94083,Renato Petronio,M,37,NA,NA,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Fours,Gold,1891
94091,"John Edward ""Jack"" Petroske",M,21,183,83,United States,USA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,1935
94094,Eleftherios Petrounias,M,25,164,62,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,Gold,1991
94097,Aleksandr Petrovich Petrov,M,31,NA,91,Russia,RUS,1908 Summer,1908,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver,1877
94098,Aleksandr Pavlovich Petrov,M,21,208,103,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Basketball,Basketball Men's Basketball,Silver,1939
94100,Aleksey Aleksandrovich Petrov,M,21,170,92,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold,1975
94101,Aleksey Stepanovich Petrov,M,23,177,76,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze,1937
94109,Denis Alekseyevich Petrov,M,23,182,77,Unified Team-2,EUN,1992 Winter,1992,Winter,Albertville,Figure Skating,Figure Skating Mixed Pairs,Silver,1969
94112,Dinko Stoykov Petrov,M,25,167,57,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Bronze,1935
94116,Konstantin Yuryevich Petrov,M,24,185,81,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,1964
94117,Lyubomir Petrov,M,25,185,89,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Quadruple Sculls,Bronze,1955
94122,Petar Nikolov Petrov,M,25,180,80,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,Bronze,1955
94126,Vladimir Vladimirovich Petrov,M,24,178,77,Soviet Union,URS,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,1948
94127,Vladimir Viktorovich Petrov,M,24,NA,NA,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Pairs,Bronze,1932
94129,Yevgeny Aleksandrovich Petrov,M,29,179,82,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Shooting,Shooting Mixed Skeet,Gold,1939
94139,Mayya Andreyevna Petrova (Kaverina-),F,34,178,71,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Gold,1982
94140,"Nadezhda Viktorovna ""Nadiya"" Petrova",F,30,178,65,Russia-1,RUS,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,Bronze,1982
94142,Ognyana Georgieva Petrova (-Dusheva),F,23,169,67,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze,1965
94143,Olena Yurivna Petrova,F,25,162,54,Ukraine,UKR,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Women's 15 kilometres,Silver,1973
94146,Tatyana Vladimirovna Petrova,F,27,162,63,Russia,RUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Bronze,1973
94149,Yelena Vladimirovna Petrova,F,25,NA,NA,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Judo,Judo Women's Half-Middleweight,Bronze,1967
94150,Yuliya Sergeyevna Petrova,F,21,170,60,Russia,RUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Bronze,1979
94151,Tatyana Valeryevna Petrova-Arkhipova,F,29,154,46,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Marathon,Bronze,1983
94155,Aleksandar Petrovi,M,25,194,85,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Men's Basketball,Bronze,1959
94160,Draen Petrovi,M,19,197,89,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Men's Basketball,Bronze,1965
94165,Sonja Petrovi,F,27,188,77,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze,1989
94167,arko Petrovi,M,31,206,NA,Serbia and Montenegro,SCG,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Men's Volleyball,Bronze,1965
94169,Zoran Petrovi,M,23,203,98,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,Gold,1961
94186,Silviya Petrunova,F,24,180,72,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Volleyball,Volleyball Women's Volleyball,Bronze,1956
94189,Roman Ivanovich Petrushenko,M,23,191,91,Belarus,BLR,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Bronze,1981
94192,"Olov Algot ""Olle"" Petrusson",M,24,174,66,Sweden,SWE,1968 Winter,1968,Winter,Grenoble,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze,1944
94193,Nataliya Anatolyevna Petrusyova (-Komarova),F,24,162,61,Soviet Union,URS,1980 Winter,1980,Winter,Lake Placid,Speed Skating,Speed Skating Women's 500 metres,Bronze,1956
94202,Attila Petschauer,M,23,NA,NA,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's Sabre, Individual",Silver,1905
