ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,BirthYear
27687,Viktor Sergeyevich Deputatov,M,19,182,82,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,Bronze,1961
27693,"John Henry ""Rob"" Derbyshire",M,27,NA,NA,Great Britain,GBR,1906 Summer,1906,Summer,Athina,Swimming,Swimming Men's 4 x 250 metres Freestyle Relay,Bronze,1879
27695,"Anna Maria Josefina ""Annemiek"" Derckx (-Bogie)",F,30,170,67,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze,1954
27696,"Henri Jean Joseph ""Harry"" Derckx",M,30,NA,NA,Netherlands,NED,1948 Summer,1948,Summer,London,Hockey,Hockey Men's Hockey,Bronze,1918
27700,Ren Drency,M,23,190,80,France,FRA,1948 Summer,1948,Summer,London,Basketball,Basketball Men's Basketball,Silver,1925
27708,Stane Derganc,M,35,NA,NA,Yugoslavia,YUG,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Men's Team All-Around,Bronze,1893
27712,Emily Ann deRiel,F,25,178,63,United States,USA,2000 Summer,2000,Summer,Sydney,Modern Pentathlon,Modern Pentathlon Women's Individual,Silver,1975
27713,Inna Vasilyevna Deriglazova,F,22,173,61,Russia,RUS,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's Foil, Team",Silver,1990
27715,"Geert Jan Marie ""Geert-Jan"" Derikx",M,23,192,92,Netherlands,NED,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Silver,1981
27716,Rob Gerard Marie Derikx,M,21,178,85,Netherlands,NED,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Silver,1983
27717,Nik'oloz Deriugini,M,21,206,105,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,Bronze,1959
27718,Ivan Kostiantynovych Deriuhin,M,27,NA,NA,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Modern Pentathlon,Modern Pentathlon Men's Team,Gold,1929
27723,"Gerardus Johannes Antonius ""Geert-Jan"" Derksen",M,29,199,100,Netherlands,NED,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Silver,1975
27728,Vanya Dermendzhieva,F,21,180,69,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Women's Basketball,Silver,1959
27743,DeMar Darnell DeRozan,M,26,201,99,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold,1990
27745,Kimberly Derrick,F,24,165,56,United States,USA,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze,1986
27747,Andr Louis Marie Derrien,M,32,NA,NA,L'Aile VI,FRA,1928 Summer,1928,Summer,Amsterdam,Sailing,Sailing Mixed 8 metres,Gold,1896
27749,Hans F. Dersch,M,24,188,74,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,1968
27751,Ana Deridan-Ene-Pascu,F,24,163,59,Romania,ROU,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Women's Foil, Team",Bronze,1944
27761,Nataliya Borisovna Deryugina,F,21,NA,NA,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Handball,Handball Women's Handball,Bronze,1971
27764,Charles Andr Juchault des Jammonires,M,34,NA,NA,France,FRA,1936 Summer,1936,Summer,Berlin,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze,1902
27772,Maurice Jean Desaymonet,M,27,183,NA,France,FRA,1948 Summer,1948,Summer,London,Basketball,Basketball Men's Basketball,Silver,1921
27773,William Henry Grenfell,M,50,183,89,Great Britain,GBR,1906 Summer,1906,Summer,Athina,Fencing,"Fencing Men's epee, Team",Silver,1856
27776,"August Georg ""Gus"" Desch",M,21,170,61,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 400 metres Hurdles,Bronze,1899
27790,Jean Catherine Desforges (-Pickering),F,23,171,64,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,1929
27792,Chinadorai Deshmutu,M,19,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Hockey,Hockey Men's Hockey,Gold,1933
27799,"Ulise Joseph ""Pete"" Desjardins",M,17,NA,NA,United States,USA,1924 Summer,1924,Summer,Paris,Diving,Diving Men's Springboard,Silver,1907
27812,Joseph-tienne Desmarteau (Birtz-),M,31,185,94,Canada,CAN,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 56-pound Weight Throw,Gold,1873
27820,Robert Desmettre,M,22,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Water Polo,Water Polo Men's Water Polo,Gold,1902
27822,"Richard Joseph ""Dick"" Desmond",M,24,NA,NA,United States,USA,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,1928
27823,Lucy Elizabeth Desmond,F,29,NA,NA,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Women's Team All-Around,Bronze,1899
27830,Alfredo Despaigne Rodrguez,M,22,177,80,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Silver,1986
27834,Robelis Despaigne Sanquet,M,23,200,99,Cuba,CUB,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Men's Heavyweight,Bronze,1989
27839,Alexandre Despatie,M,19,173,76,Canada,CAN,2004 Summer,2004,Summer,Athina,Diving,Diving Men's Springboard,Silver,1985
27840,Jean Sylvain Despeaux,M,20,NA,NA,France,FRA,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Middleweight,Gold,1916
27846,Vesna Despotovi,F,19,187,84,Yugoslavia,YUG,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Women's Basketball,Bronze,1961
27850,Julien Thierry Desprs,M,25,187,87,France,FRA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,Bronze,1983
27853,Marcel Cyr Desprets,M,41,NA,NA,France,FRA,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's epee, Team",Gold,1907
27894,Szabolcs Detre,M,33,180,88,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze,1947
27895,Zsolt Detre,M,33,178,86,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze,1947
27896,Georges Henri Dtreille,M,26,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Cycling,"Cycling Men's Road Race, Team",Gold,1894
27897,Gabriele Detti,M,21,184,79,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,Bronze,1995
27899,Marc Pierre Detton,M,23,NA,NA,France,FRA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Double Sculls,Silver,1901
27900,"Robert Milan ""Bob"" Detweiler",M,21,NA,NA,United States,USA,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Eights,Gold,1931
27912,Daniel Deuer,M,34,190,76,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,1982
27913,Eugen Deutsch,M,28,NA,81,Germany,GER,1936 Summer,1936,Summer,Berlin,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver,1908
27919,Tetiana Mykolavna Dev'iatova (-Kostitsyna),F,16,166,61,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,1948
27920,Jos Ricardo Devaca Snchez,M,21,180,77,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver,1983
27926,"Michael Aloysius ""Mike"" Devaney",M,28,178,68,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 3,000 metres, Team",Gold,1892
27929,Andr mile Devaux,M,25,NA,NA,France,FRA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,1895
27933,Charles Devendeville,M,18,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's Underwater Swimming,Gold,1882
27937,"Robert Humphrey Coleman ""Bob"" Devereaux",M,26,175,NA,United States,USA,1924 Summer,1924,Summer,Paris,Rugby,Rugby Men's Rugby,Gold,1898
27939,Stjepan Deveri,M,22,176,73,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,Bronze,1962
27940,Yolanda Gail L. Devers (-Roberts),F,25,160,55,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 100 metres,Gold,1967
27941,"Khrysopigi ""Pigi"" Devetzi",F,28,170,59,Greece,GRE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Triple Jump,Silver,1976
27953,"Harold George ""Harry"" Devine",M,18,NA,NA,United States,USA,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Featherweight,Bronze,1910
27959,John Thomas Devitt,M,19,185,85,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 100 metres Freestyle,Silver,1937
27965,Asnoldo Vicente Devonish Romero,M,20,187,70,Venezuela,VEN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Triple Jump,Bronze,1932
27966,Marlon Ronald Devonish,M,28,183,76,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,1976
27970,Luca Devoti,M,37,190,95,Italy,ITA,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's One Person Dinghy,Silver,1963
27978,Vadim Anatolyevich Devyatovsky,M,31,192,115,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Hammer Throw,Silver,1977
27980,Mikhail Talgatovich Devyatyarov,M,28,185,74,Soviet Union,URS,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Gold,1960
27987,Steven Dennis Dewick,M,20,178,82,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,1976
27990,"William Theodore ""Willie"" deWit",M,23,189,91,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Heavyweight,Silver,1961
27992,John Riegel DeWitt,M,22,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's Hammer Throw,Silver,1882
28003,Clement Pemberton Deykin,M,22,NA,NA,Moseley Wanderers,GBR,1900 Summer,1900,Summer,Paris,Rugby,Rugby Men's Rugby,Silver,1878
28004,Kazimierz Deyna,M,24,179,72,Poland,POL,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,Gold,1948
28011,Aldo Dezi,M,21,165,67,Italy,ITA,1960 Summer,1960,Summer,Roma,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver,1939
28028,Walter Ignace D'Hondt,M,20,193,88,Canada,CAN,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxless Fours,Gold,1936
28031,Jolien D'hoore,F,26,176,64,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Omnium,Bronze,1990
28032,Pierre Georges Louis Gaston d'Hugues,M,32,NA,NA,France,FRA,1906 Summer,1906,Summer,Athina,Fencing,"Fencing Men's Foil, Individual",Bronze,1874
28051,Piero D'Inzeo,M,33,174,64,Italy,ITA,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze,1923
28052,Raimondo D'Inzeo,M,31,176,72,Italy,ITA,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver,1925
28056,Ilario Di Bu,M,34,175,90,Italy,ITA,2000 Summer,2000,Summer,Sydney,Archery,Archery Men's Team,Silver,1966
28058,Giuseppe Di Capua,M,26,155,53,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Pairs,Gold,1958
28062,Giorgio Di Centa,M,29,174,67,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver,1973
28063,Manuela Di Centa,F,29,164,55,Italy,ITA,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze,1963
28065,Ramon di Clemente,M,29,192,89,South Africa,RSA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Pairs,Bronze,1975
28068,Marco Di Costanzo,M,24,184,87,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Pairs,Bronze,1992
28070,Roberto Di Donna,M,27,177,75,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Men's Air Pistol, 10 metres",Gold,1969
28072,Elisa Di Francisca,F,29,177,65,Italy,ITA,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's Foil, Individual",Gold,1983
28073,Francesco Di Fulvio,M,22,190,88,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze,1994
28075,Marina Emilse Di Giacomo,F,28,163,59,Argentina,ARG,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Bronze,1976
28084,ngel Fabin Di Mara Hernndez,M,20,167,55,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Gold,1988
28086,Tania Di Mario,F,25,168,62,Italy,ITA,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Gold,1979
28088,Jean-Franois Di Martino,M,33,182,79,France,FRA,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's epee, Team",Silver,1967
28098,Arnaud Laurent Di Pasquale,M,21,185,80,France,FRA,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Men's Singles,Bronze,1979
28102,Emanuele Beraudo Di Pralormo,M,36,NA,NA,Italy,ITA,1924 Summer,1924,Summer,Paris,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Bronze,1888
28104,Manlio Di Rosa,M,21,NA,NA,Italy,ITA,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's Foil, Team",Gold,1915
28124,El Hadji Amadou Dia B,M,29,190,72,Senegal,SEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,Silver,1959
28133,Camelia Diaconescu,F,21,178,80,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Eights,Silver,1963
28145,Themistoklis Diakidis,M,23,NA,NA,Greece,GRE,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's High Jump,Bronze,1883
28171,Emily Jane Diamond,F,25,173,58,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,1991
28172,Michael Constantine Diamond (Diamondopoulous-),M,24,174,75,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Shooting,Shooting Men's Trap,Gold,1972
28174,Luigi Diana,M,40,NA,NA,Barion/Bari-2,ITA,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's Coxed Pairs (1 kilometres),Silver,1866
28200,Marcus Vincius Dias,M,25,NA,NA,Brazil,BRA,1948 Summer,1948,Summer,London,Basketball,Basketball Men's Basketball,Bronze,1923
28242,Flix Manuel Daz Guzmn,M,24,165,66,Dominican Republic,DOM,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Welterweight,Gold,1984
28246,Giorge Daz Loren,M,21,186,77,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Baseball,Baseball Men's Baseball,Gold,1971
28251,Hidilyn Diaz,F,25,149,53,Philippines,PHI,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Featherweight,Silver,1991
28277,Manuel Dionisio Daz Martnez,M,30,NA,NA,Cuba,CUB,1904 Summer,1904,Summer,St. Louis,Fencing,"Fencing Men's Foil, Team",Gold,1874
28285,Octavio Juan Daz,M,27,NA,NA,Argentina,ARG,1928 Summer,1928,Summer,Amsterdam,Football,Football Men's Football,Silver,1901
28287,Osvaldo Javier Daz Gimnez,M,22,174,73,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver,1982
28299,Tulio Daz Babier,M,32,NA,NA,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Foil, Team",Silver,1960
28304,Carlos Enrique Daz Senz Valiente Bachman,M,31,NA,NA,Argentina,ARG,1948 Summer,1948,Summer,London,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Silver,1917
28308,Vasile Dba,M,21,182,86,Romania,ROU,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Gold,1955
28310,Ejegayehu Dibaba Keneni,F,22,162,47,Ethiopia,ETH,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Women's 10,000 metres",Silver,1982
28311,Genzebe Dibaba Keneni,F,25,168,52,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",Silver,1991
28312,Mare Dibaba Hurssa (-Ibrahimova-),F,26,156,45,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,Bronze,1990
28313,Tirunesh Dibaba Keneni,F,19,166,50,Ethiopia,ETH,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Women's 5,000 metres",Bronze,1985
28315,Viggo Valdemar Dibbern,M,19,NA,NA,Denmark,DEN,1920 Summer,1920,Summer,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold,1901
28320,Klaus Dibiasi,M,17,180,74,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Diving,Diving Men's Platform,Silver,1947
28324,Andreas Dibowski,M,42,181,73,Germany,GER,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,1966
28327,George Thomas DiCarlo,M,21,180,74,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 400 metres Freestyle,Gold,1963
28332,Christian Dick,M,36,NA,NA,Fornebo,NOR,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 7 metres,Silver,1884
28333,"Katherine Mary ""Daisy"" Dick (-Berkeley)",F,36,168,55,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze,1972
28340,"Harold ""Harry"" Dickason",M,22,NA,NA,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Gymnastics,Gymnastics Men's Team All-Around,Bronze,1890
28344,Tanja Roswitha Dickenscheid,F,23,176,70,Germany,GER,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,Silver,1969
28347,"William Eugene ""Billy"" Dickey",M,29,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Swimming,Swimming Men's Plunge For Distance,Gold,1875
28349,"Robert Allen ""R. A."" Dickey",M,21,188,94,United States,USA,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Bronze,1975
28352,Simon Charles Dickie,M,17,172,54,New Zealand,NZL,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Fours,Gold,1951
28365,Robert Bruce Dickson,M,20,NA,NA,Canada,CAN,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,1932
28368,David Gavin Dickson,M,19,179,76,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,1941
28375,Peter James Dickson,M,23,195,98,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Eights,Silver,1945
28379,Petre Dicu,M,26,183,92,Romania,ROU,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze,1954
28380,"Nelson de Jess ""Dida"" Silva",M,22,195,85,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,Bronze,1974
28386,Valery Antonovich Didenko,M,26,192,94,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold,1946
28395,Jrn Didriksen,M,22,179,76,Norway,NOR,1976 Winter,1976,Winter,Innsbruck,Speed Skating,"Speed Skating Men's 1,000 metres",Silver,1954
28396,"Mildred Ella ""Babe"" Didrikson (Didriksen-, -Zaharias)",F,21,169,57,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Women's 80 metres Hurdles,Gold,1911
28397,"Judith Anne ""Judy"" Diduck",F,31,168,63,Canada,CAN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,1967
28398,Viktor Ivanovich Diduk,M,31,195,95,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Eights,Silver,1957
28400,Aurimas Didbalis,M,25,172,94,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze,1991
28401,Nelson W. Diebel,M,21,183,84,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Breaststroke,Gold,1971
28416,Diego Ribas da Cunha,M,23,173,73,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Bronze,1985
28428,Brian Lee Diemer,M,22,176,64,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze,1962
28429,Kerry Dienelt,F,27,174,65,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Bronze,1969
28431,Gottfried Diener,M,29,NA,NA,Switzerland-1,SUI,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Bobsleigh Men's Four,Gold,1927
28438,Cees Jan Diepeveen,M,32,173,72,Netherlands,NED,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,Bronze,1956
28441,Louis Diercxsens,M,21,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Hockey,Hockey Men's Hockey,Bronze,1899
28447,Edward B. Dierkes,M,18,NA,NA,St. Rose-2,USA,1904 Summer,1904,Summer,St. Louis,Football,Football Men's Football,Bronze,1886
28449,Ines Diers (-Noack),F,16,175,64,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 100 metres Freestyle,Bronze,1964
28451,Eckart Diesch,M,22,187,76,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold,1954
28452,Jrg Diesch,M,24,186,71,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold,1952
28458,Ullrich Diener,M,21,189,83,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Fours,Silver,1955
28459,Walter Diener,M,21,188,84,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Fours,Silver,1955
28460,Wallace William Diestelmeyer,M,21,NA,NA,Canada,CAN,1948 Winter,1948,Winter,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,Bronze,1927
28464,Thomas Diethart,M,21,172,60,Austria,AUT,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver,1993
28466,Heidi Diethelm Gerber,F,47,168,93,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze,1969
28469,Gerhard Dietrich,M,26,163,50,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Team All-Around,Bronze,1942
28472,Walter Dietrich,M,21,NA,NA,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Football,Football Men's Football,Silver,1903
28473,Wilfried Dietrich,M,23,184,118,Germany,GER,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver,1933
28475,Hugo Dietsche,M,21,165,68,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze,1963
28476,George John Dietz,M,24,NA,NA,Century Boat Club-1,USA,1904 Summer,1904,Summer,St. Louis,Rowing,Rowing Men's Coxless Fours,Gold,1880
